id_venda,id_cliente,id_produto,id_vendedor,id_data,quantidade,preco_unitario,custo_unitario,canal_venda
11460,339,115,49,20240926,90,110.06,88.69,Atacado
11461,371,414,24,20241011,123,78.71,47.41,Varejo
11462,107,42,35,20240930,45,131.66,105.41,Atacado
11463,314,414,10,20240820,11,71.83,58.16,Varejo
11464,24,175,38,20240224,13,85.48,54.18,Atacado
11465,26,32,69,20240425,45,141.6,107.2,Atacado
11466,422,182,90,20240226,16,93.94,76.82,Atacado
11467,197,419,99,20241217,101,83.79,56.36,Atacado
11468,381,448,71,20241020,22,81.95,47.85,Atacado
11469,578,486,94,20241219,34,80.02,55.02,Atacado
11470,322,444,11,20240702,112,60.14,46.31,Varejo
11471,80,425,2,20240104,78,84.93,54.95,Varejo
11472,199,259,6,20240618,420,9.9,6.3,Atacado
11473,26,353,37,20240818,378,11.73,6.31,Atacado
11474,392,304,96,20241030,247,11.9,8.32,Varejo
11475,279,35,47,20240717,90,127.26,81.87,Atacado
11476,147,222,20,20240509,13,113.66,84.72,Atacado
11477,13,257,25,20241117,192,8.85,6.61,Atacado
11478,311,91,52,20240413,134,111.83,90.17,Atacado
11479,358,213,33,20240927,7,92.91,57.65,Varejo
11480,273,487,13,20240812,123,78.64,54.76,Atacado
11481,546,262,62,20241124,381,10.19,7.19,Atacado
11482,465,272,8,20240514,422,10.83,8.58,Varejo
11483,133,356,37,20240131,187,12.65,7.93,Varejo
11484,414,464,73,20240527,134,72.25,49.09,Varejo
11485,53,147,83,20241102,7,70.17,48.58,Atacado
11486,376,260,4,20241229,127,10.27,6.84,Atacado
11487,312,47,9,20240725,45,133.54,102.68,Atacado
11488,85,250,20,20240402,142,9.18,6.16,Atacado
11489,181,381,55,20240619,123,82.67,56.43,Varejo
11490,352,71,50,20241029,45,124.98,99.37,Atacado
11491,421,57,98,20240718,90,119.44,98.51,Exportação
11492,220,358,16,20241124,415,11.37,8.87,Atacado
11493,542,325,21,20240607,371,9.41,7.47,Atacado
11494,533,164,85,20241206,7,92.12,57.03,Atacado
11495,272,405,38,20240317,90,81.91,59.08,Varejo
11496,201,91,88,20240919,45,128.94,89.24,Varejo
11497,181,440,91,20240916,90,75.91,44.92,Varejo
11498,307,309,16,20240802,262,10.81,6.69,Atacado
11499,199,362,51,20240107,354,12.07,8.81,Atacado
11500,484,352,17,20240421,238,14.16,8.35,Atacado
11501,245,205,91,20240513,7,64.94,57.45,Atacado
11502,71,221,19,20241105,13,83.59,62.69,Atacado
11503,278,319,74,20240714,336,9.25,5.46,Varejo
11504,195,355,3,20240422,147,11.79,9.21,Exportação
11505,473,446,60,20240311,146,63.67,45.35,Atacado
11506,524,156,34,20240210,10,98.25,68.57,Atacado
11507,320,214,89,20240621,13,88.59,48.02,Atacado
11508,177,448,2,20240228,45,69.21,50.89,Varejo
11509,230,495,22,20240527,157,77.11,45.99,Atacado
11510,362,140,26,20240724,8,78.65,55.88,Varejo
11511,94,172,18,20240409,12,95.44,73.49,Varejo
11512,136,351,56,20240206,112,16.21,9.68,Atacado
11513,573,491,38,20240929,34,80.5,54.81,Varejo
11514,380,260,60,20241120,420,10.96,6.63,Atacado
11515,354,262,9,20240730,352,9.96,7.17,Atacado
11516,6,304,10,20241007,44,10.8,7.78,Varejo
11517,323,74,5,20240510,45,128.82,102.05,Atacado
11518,181,54,59,20240728,90,152.28,94.45,Atacado
11519,175,491,55,20240106,157,72.47,49.5,Atacado
11520,456,67,53,20240714,90,103.74,69.66,Varejo
11521,306,456,95,20241126,90,71.05,41.89,Varejo
11522,579,229,89,20240629,7,82.82,69.9,Atacado
11523,476,244,99,20240610,12,86.86,68.78,Atacado
11524,203,440,84,20240622,90,69.05,50.04,Atacado
11525,178,443,64,20240627,45,75.68,48.45,Varejo
11526,165,329,53,20241003,411,11.48,7.11,Varejo
11527,560,14,1,20241025,45,134.44,82.73,Exportação
11528,390,103,27,20240608,90,123.86,115.14,Atacado
11529,372,302,99,20240820,321,12.97,6.55,Atacado
11530,305,16,26,20241203,134,114.87,79.14,Atacado
11531,72,90,25,20241124,90,121.29,90.02,Varejo
11532,591,15,77,20240112,45,114.01,72.75,Atacado
11533,597,160,96,20241127,10,105.08,72.87,Varejo
11534,245,146,15,20240915,10,81.8,53.3,Atacado
11535,46,82,66,20241128,90,106.09,92.0,Varejo
11536,127,243,22,20241204,7,87.33,67.26,Varejo
11537,419,3,51,20240110,90,100.23,89.52,Atacado
11538,325,462,23,20241105,11,60.08,47.97,Atacado
11539,280,182,50,20240802,4,105.75,72.5,Varejo
11540,35,467,8,20240212,56,87.04,58.89,Varejo
11541,52,51,26,20240722,45,135.32,123.52,Varejo
11542,2,373,37,20240907,11,73.56,41.33,Atacado
11543,540,236,90,20240916,8,95.48,68.8,Atacado
11544,72,351,17,20240716,490,14.48,8.13,Varejo
11545,348,409,96,20241011,90,82.97,54.83,Varejo
11546,79,59,39,20240722,269,118.73,99.95,Atacado
11547,243,405,52,20240508,67,83.13,54.2,Atacado
11548,174,307,1,20241216,561,13.26,7.5,Atacado
11549,267,147,70,20241026,4,81.63,54.38,Atacado
11550,507,425,42,20241119,112,71.96,55.19,Varejo
11551,113,355,79,20240813,212,10.92,9.16,Atacado
11552,71,57,73,20240613,45,137.6,95.7,Atacado
11553,347,453,29,20240829,11,81.93,43.84,Atacado
11554,450,228,32,20240718,9,96.1,63.8,Atacado
11555,105,245,66,20240502,16,95.22,72.31,Varejo
11556,405,14,29,20240215,45,118.37,82.25,Exportação
11557,115,240,20,20240623,9,88.42,71.77,Atacado
11558,495,379,16,20240304,56,71.17,48.14,Exportação
11559,54,147,49,20240901,8,80.94,64.17,Varejo
11560,494,366,18,20240723,372,10.78,7.44,Atacado
11561,250,79,44,20240405,45,106.57,75.84,Varejo
11562,36,262,56,20240217,451,11.67,6.68,Atacado
11563,512,458,38,20240915,67,51.8,37.76,Atacado
11564,303,491,20,20241103,123,82.75,50.04,Atacado
11565,293,465,,20240411,45,75.94,58.42,Varejo
11566,476,244,76,20240228,7,86.56,65.51,Atacado
11567,407,32,54,20241024,45,152.98,115.15,Varejo
11568,333,23,64,20240519,134,101.53,87.9,Varejo
11569,168,115,24,20240421,90,121.63,85.3,Atacado
11570,504,409,89,20240212,56,78.14,56.84,Atacado
11571,310,201,93,20240521,16,70.27,46.42,Atacado
11572,474,63,80,20241030,45,112.32,82.18,Atacado
11573,130,42,45,20240125,90,119.85,113.2,Atacado
11574,576,472,72,20241016,56,88.17,59.11,Atacado
11575,536,377,73,20240502,78,64.24,46.24,Atacado
11576,360,453,46,20240906,112,69.64,56.61,Exportação
11577,327,396,16,20241017,134,76.23,51.26,Varejo
11578,201,295,71,20240528,241,11.79,8.25,Varejo
11579,460,282,96,20240324,225,10.81,7.19,Atacado
11580,521,469,24,20241008,134,86.74,56.48,Atacado
11581,318,370,82,20240422,359,11.01,6.17,Atacado
11582,443,203,54,20241225,12,69.25,47.58,Varejo
11583,57,130,55,20240508,12,82.09,62.96,Atacado
11584,484,407,85,20240524,56,91.74,63.34,Varejo
11585,578,409,31,20240420,78,93.06,55.44,Atacado
11586,581,75,52,20241208,45,124.49,93.27,Exportação
11587,368,374,29,20240617,157,78.12,46.73,Varejo
11588,562,14,42,20241226,45,111.38,89.27,Atacado
11589,528,228,94,20240712,10,86.38,57.83,Varejo
11590,148,246,18,20240722,15,84.14,57.48,Varejo
11591,211,182,80,20240728,6,98.48,65.99,Atacado
11592,153,195,25,20240330,10,68.49,47.61,Atacado
11593,211,274,66,20240805,317,9.32,6.63,Atacado
11594,300,314,60,20240309,260,11.15,6.77,Varejo
11595,20,417,33,20241120,123,89.86,55.61,Varejo
11596,486,272,6,20240317,161,11.5,6.67,Exportação
11597,71,244,95,20240506,7,84.21,65.09,Atacado
11598,36,166,75,20240624,8,90.96,66.38,Atacado
11599,352,440,70,20240429,11,70.19,49.15,Atacado
11600,128,140,31,20240802,10,80.07,53.17,Varejo
11601,178,58,45,20240417,45,141.9,95.21,Atacado
11602,403,299,59,20240329,177,11.35,8.15,Atacado
11603,544,38,2,20240307,45,142.32,122.68,Atacado
11604,75,82,74,20240729,45,134.91,82.02,Varejo
11605,193,109,39,20241130,90,147.82,107.87,Varejo
11606,591,38,14,20241121,90,133.73,118.14,Atacado
11607,538,67,4,20241105,45,90.74,85.35,Varejo
11608,214,389,56,20240222,123,73.82,45.57,Varejo
11609,547,172,22,20240130,10,102.4,68.34,Atacado
11610,478,423,42,20241019,67,85.97,56.08,Varejo
11611,178,434,29,20240614,78,102.55,55.44,Atacado
11612,146,3,32,20240914,45,114.14,89.23,Atacado
11613,438,75,19,20241201,45,113.17,92.98,Atacado
11614,351,241,12,20240914,3,92.68,65.17,Atacado
11615,534,213,52,20240321,13,88.98,57.74,Varejo
11616,380,206,70,20240102,10,78.15,54.83,Varejo
11617,302,126,90,20241208,13,76.7,54.34,Atacado
11618,191,21,90,20240409,90,118.12,98.29,Atacado
11619,4,325,22,20240502,366,10.08,7.9,Exportação
11620,64,371,74,20241101,296,12.46,8.05,Varejo
11621,154,430,40,20240701,67,80.35,53.79,Atacado
11622,377,254,78,20240609,229,10.2,6.65,Varejo
11623,243,17,26,20241126,45,109.73,87.82,Atacado
11624,458,281,40,20241009,311,12.24,7.2,Atacado
11625,385,491,34,20240206,146,77.58,53.15,Varejo
11626,429,32,46,20240103,90,142.66,106.01,Atacado
11627,13,90,62,20241029,45,121.5,90.13,Atacado
11628,522,172,60,20240830,14,92.6,67.84,Atacado
11629,227,425,22,20240123,45,74.93,52.4,Varejo
11630,212,229,48,20240814,7,91.22,64.17,Atacado
11631,79,479,47,20240131,11,80.21,50.61,Atacado
11632,196,362,37,20240306,515,11.83,8.85,Varejo
11633,151,430,14,20240429,123,89.43,56.95,Varejo
11634,220,355,84,20240508,424,11.05,7.23,Atacado
11635,10,472,19,20240503,90,80.3,58.17,Atacado
11636,223,309,83,20241104,557,10.49,6.85,Atacado
11637,129,102,87,20241003,45,143.74,89.07,Varejo
11638,104,268,49,20240526,396,9.57,6.74,Atacado
11639,399,160,95,20240909,7,90.92,69.6,Atacado
11640,552,356,66,20240418,467,11.38,7.5,Atacado
11641,88,240,38,20241122,9,91.1,64.28,Varejo
11642,424,47,84,20240304,45,117.58,107.8,Varejo
11643,74,165,42,20240507,6,98.29,60.49,Exportação
11644,159,249,78,20240313,126,9.99,6.62,Atacado
11645,12,83,49,20241026,45,107.37,89.37,Varejo
11646,558,465,16,20240305,123,71.72,51.06,Atacado
11647,413,51,73,20241121,269,139.25,116.87,Atacado
11648,438,23,32,20240519,90,98.56,72.93,Atacado
11649,196,269,30,20241021,140,10.56,6.26,Atacado
11650,600,58,20,20241210,90,118.76,104.83,Atacado
11651,336,464,48,20240512,90,62.24,48.51,Varejo
11652,408,206,59,20240102,7,81.22,59.64,Varejo
11653,598,303,67,20241118,48,10.5,7.25,Atacado
11654,477,491,5,20241128,90,77.4,52.3,Varejo
11655,280,460,60,20240919,101,57.49,53.23,Varejo
11656,331,33,37,20240613,90,115.05,86.65,Atacado
11657,113,301,71,20240423,426,11.61,8.05,Atacado
11658,136,411,27,20240618,146,96.12,65.31,Varejo
11659,453,71,54,20240419,90,110.76,95.77,Atacado
11660,79,354,3,20240417,206,10.27,6.39,Atacado
11661,427,61,75,20241010,403,116.91,98.74,Atacado
11662,356,206,3,20241219,9,77.12,57.07,Varejo
11663,146,142,24,20240323,5,85.27,61.5,Atacado
11664,206,358,100,20240731,392,12.85,7.48,Atacado
11665,364,409,1,20240504,123,95.02,56.81,Varejo
11666,104,447,90,20241007,123,65.57,48.71,Atacado
11667,488,189,71,20240322,4,74.59,52.22,Exportação
11668,510,472,84,20241208,112,81.34,58.35,Atacado
11669,333,27,91,20241106,134,115.04,80.27,Varejo
11670,201,309,8,20240513,226,10.68,6.92,Atacado
11671,355,81,41,20241218,134,117.83,85.47,Varejo
11672,171,355,42,20241103,349,11.91,7.45,Atacado
11673,154,155,25,20240719,5,90.24,50.91,Atacado
11674,428,95,59,20240620,90,132.93,95.58,Atacado
11675,22,325,24,20240514,370,11.74,6.65,Atacado
11676,567,274,52,20240610,388,9.7,6.1,Varejo
11677,173,62,90,20240620,90,108.98,103.7,Varejo
11678,136,260,71,20241023,408,8.89,6.71,Atacado
11679,88,249,81,20240801,189,10.42,6.92,Varejo
11680,134,418,54,20240430,146,81.67,52.17,Atacado
11681,3,362,93,20240124,95,12.95,8.11,Varejo
11682,433,459,43,20240310,67,68.38,43.28,Atacado
11683,572,457,70,20240813,11,71.51,56.54,Varejo
11684,260,17,49,20240813,45,113.47,89.65,Varejo
11685,178,54,13,20240322,90,113.78,99.16,Atacado
11686,377,243,77,20240921,7,93.83,77.02,Varejo
11687,170,130,48,20241109,4,83.93,56.17,Varejo
11688,201,203,99,20240424,16,67.56,54.98,Atacado
11689,355,450,24,20240411,101,60.27,37.87,Varejo
11690,531,458,59,20241129,90,53.72,43.87,Atacado
11691,353,302,14,20240521,573,12.41,8.46,Atacado
11692,151,473,3,20240904,67,82.43,51.87,Varejo
11693,371,434,68,20240529,146,85.05,61.64,Atacado
11694,491,389,27,20240908,67,84.23,52.9,Atacado
11695,549,282,75,20240606,486,9.17,6.14,Varejo
11696,550,297,99,20240118,473,12.57,8.37,Varejo
11697,262,194,15,20241011,9,82.07,49.67,Atacado
11698,16,363,21,20240910,339,12.77,6.4,Atacado
11699,281,495,43,20240526,45,76.61,50.05,Varejo
11700,350,472,3,20240501,134,89.31,56.14,Varejo
11701,287,360,61,20240604,303,11.91,7.47,Atacado
11702,193,379,90,20240201,56,67.91,46.93,Atacado
11703,443,376,90,20240409,67,67.32,43.95,Varejo
11704,169,435,28,20240502,146,75.25,48.33,Varejo
11705,349,228,95,20240817,8,89.51,55.54,Varejo
11706,47,259,30,20241003,393,9.23,6.29,Atacado
11707,323,116,60,20241130,90,153.49,103.13,Atacado
11708,425,494,56,20240711,45,87.0,57.2,Varejo
11709,249,32,51,20240405,45,138.91,125.52,Atacado
11710,118,188,37,20240620,12,73.81,61.9,Atacado
11711,497,71,16,20240729,134,131.8,87.98,Atacado
11712,115,112,22,20240505,90,129.09,98.06,Atacado
11713,307,302,33,20240213,156,11.55,6.69,Atacado
11714,207,233,90,20240326,4,56.7,64.96,Atacado
11715,144,105,7,20240730,45,145.89,94.35,Atacado
11716,571,329,8,20240224,361,11.06,6.76,Atacado
11717,262,165,48,20240103,1,80.47,65.73,Atacado
11718,155,354,62,20240610,286,10.19,6.17,Varejo
11719,79,205,44,20241028,9,68.31,52.22,Atacado
11720,170,351,90,20240726,205,14.74,9.44,Varejo
11721,549,228,6,20240522,15,94.35,57.67,Atacado
11722,301,175,32,20241019,7,96.8,59.7,Atacado
11723,174,304,92,20240804,189,12.58,7.18,Atacado
11724,331,259,2,20240903,352,11.75,6.54,Atacado
11725,379,334,99,20240625,271,8.1,6.49,Varejo
11726,562,98,57,20241018,90,133.49,95.0,Atacado
11727,29,388,99,20241127,90,72.57,45.56,Atacado
11728,553,458,57,20241229,101,57.42,39.16,Varejo
11729,445,443,11,20240508,101,84.08,57.11,Atacado
11730,396,74,74,20240821,45,108.71,93.55,Varejo
11731,368,339,50,20240514,275,9.84,6.83,Varejo
11732,205,407,13,20241016,45,90.77,68.79,Atacado
11733,64,134,92,20241214,1,82.63,51.89,Varejo
11734,547,358,39,20240406,330,11.8,7.76,Atacado
11735,456,217,60,20240308,11,66.81,58.14,Varejo
11736,246,464,38,20241014,112,64.7,44.56,Atacado
11737,126,339,84,20241118,400,10.62,6.7,Varejo
11738,328,353,97,20241225,381,11.1,7.17,Atacado
11739,128,250,28,20240204,328,8.98,6.3,Varejo
11740,400,353,5,20240307,227,12.57,7.35,Varejo
11741,396,87,67,20241219,90,118.88,72.15,Varejo
11742,250,334,28,20240923,301,9.89,5.64,Atacado
11743,94,59,78,20240723,45,125.55,100.91,Varejo
11744,158,95,48,20240316,134,134.26,95.43,Atacado
11745,368,254,53,20241210,315,9.19,6.16,Varejo
11746,541,371,34,20241115,434,13.41,7.58,Atacado
11747,275,388,39,20240726,90,65.68,43.89,Atacado
11748,402,245,47,20241124,10,101.0,64.52,Atacado
11749,292,16,21,20240803,45,97.97,84.78,Atacado
11750,243,148,89,20240719,9,76.23,52.56,Atacado
11751,246,188,45,20241027,4,79.1,49.57,Varejo
11752,572,282,56,20240719,443,10.13,6.55,Varejo
11753,297,281,47,20240822,240,11.91,7.11,Varejo
11754,529,275,14,20240104,251,10.33,7.5,Atacado
11755,200,314,39,20240305,318,10.89,6.55,Varejo
11756,311,175,2,20240805,13,82.69,59.81,Varejo
11757,402,240,50,20240415,6,99.1,62.32,Atacado
11758,552,233,99,20240915,4,100.76,68.96,Atacado
11759,116,142,8,20240824,7,86.03,60.71,Varejo
11760,219,38,72,20240706,90,151.33,103.67,Varejo
11761,84,185,78,20240121,9,97.58,67.09,Atacado
11762,481,206,64,20240417,13,91.13,57.1,Atacado
11763,373,115,10,20240330,45,115.57,97.2,Varejo
11764,495,443,53,20240507,90,79.48,53.32,Exportação
11765,45,443,85,20241125,22,86.8,53.91,Atacado
11766,575,82,98,20240409,45,105.29,94.37,Varejo
11767,347,275,48,20240429,431,10.73,6.59,Atacado
11768,378,362,87,20241107,84,11.17,8.85,Atacado
11769,388,428,31,20241120,34,92.65,59.29,Atacado
11770,35,175,56,20240105,11,94.83,64.38,Atacado
11771,461,269,32,20241101,314,9.29,6.05,Varejo
11772,338,97,28,20240402,90,144.94,104.53,Varejo
11773,435,207,95,20241122,14,85.71,56.64,Varejo
11774,328,99,21,20240630,45,133.58,94.44,Atacado
11775,478,302,50,20240501,324,11.1,7.43,Varejo
11776,182,237,85,20240109,1,104.34,68.83,Exportação
11777,262,478,75,20240117,101,87.48,52.77,Varejo
11778,469,373,45,20240321,67,70.56,51.73,Varejo
11779,510,334,74,20241002,215,9.68,5.67,Atacado
11780,290,388,52,20240525,101,78.02,52.05,Varejo
11781,28,233,87,20240630,6,92.2,68.94,Varejo
11782,80,285,41,20241227,290,11.66,7.35,Atacado
11783,359,295,27,20240618,162,12.34,6.52,Atacado
11784,188,254,95,20240409,302,10.96,7.45,Atacado
11785,55,38,49,20241114,90,130.53,118.58,Atacado
11786,258,17,42,20240627,90,116.13,87.69,Varejo
11787,212,319,94,20240225,239,10.65,6.28,Atacado
11788,29,362,19,20240809,406,12.71,7.88,Atacado
11789,253,121,49,20240903,90,138.95,93.96,Atacado
11790,396,317,46,20240426,286,10.53,8.39,Varejo
11791,434,457,100,20240223,67,76.19,52.29,Atacado
11792,478,85,67,20241213,134,109.56,88.43,Atacado
11793,530,331,1,20240829,92,9.53,7.0,Varejo
11794,470,356,8,20240604,266,12.28,7.61,Varejo
11795,383,155,34,20240219,7,87.69,63.41,Varejo
11796,555,370,61,20241012,137,10.17,7.29,Varejo
11797,305,182,37,20241003,14,98.49,65.29,Atacado
11798,28,240,43,20240523,5,94.07,63.61,Atacado
11799,256,460,97,20241212,146,76.44,45.4,Atacado
11800,94,82,44,20240416,45,106.34,90.85,Varejo
11801,280,381,54,20240711,78,63.61,51.41,Varejo
11802,2,178,48,20240505,8,97.63,76.02,Atacado
11803,94,262,99,20240130,159,11.08,6.44,Varejo
11804,224,130,84,20241209,6,86.62,57.34,Atacado
11805,204,331,96,20240601,312,9.83,6.93,Atacado
11806,71,164,91,20240619,4,80.77,62.62,Atacado
11807,19,229,73,20240421,13,93.46,60.26,Varejo
11808,307,495,39,20240127,101,80.41,55.81,Atacado
11809,521,112,73,20240719,45,134.24,88.71,Atacado
11810,42,98,60,20240628,45,138.33,107.36,Varejo
11811,75,229,37,20240505,7,91.33,64.88,Varejo
11812,324,67,97,20240417,45,107.08,86.11,Atacado
11813,125,268,52,20241029,211,11.89,7.33,Varejo
11814,245,351,43,20241221,461,14.49,9.3,Atacado
11815,22,374,98,20241117,45,75.01,51.46,Atacado
11816,278,486,35,20241104,90,82.4,55.37,Varejo
11817,300,51,3,20240322,90,140.98,112.47,Atacado
11818,361,61,17,20241122,45,118.86,107.22,Varejo
11819,81,105,74,20240529,45,125.74,106.56,Atacado
11820,54,178,90,20240926,10,97.5,71.71,Atacado
11821,565,240,31,20240607,11,87.02,63.05,Atacado
11822,159,81,39,20240518,90,99.59,100.9,Varejo
11823,520,173,59,20241216,13,89.43,62.73,Varejo
11824,147,213,39,20240329,11,87.32,57.96,Atacado
11825,384,478,26,20240325,78,81.68,46.71,Varejo
11826,481,182,18,20240212,6,88.89,73.02,Atacado
11827,210,74,19,20241028,45,134.67,85.85,Exportação
11828,69,165,74,20240214,13,85.51,67.48,Atacado
11829,575,173,56,20240701,10,103.82,70.77,Varejo
11830,317,134,91,20240914,10,78.8,54.33,Atacado
11831,451,80,91,20240310,45,87.09,82.98,Atacado
11832,389,272,2,20240329,347,11.44,6.35,Varejo
11833,210,296,66,20241012,112,12.7,7.08,Exportação
11834,114,74,82,20240404,45,117.9,90.74,Exportação
11835,564,67,23,20240107,45,94.36,81.26,Varejo
11836,216,351,43,20240314,100,15.58,10.27,Atacado
11837,82,299,55,20240909,149,13.11,8.93,Atacado
11838,109,156,20,20240519,5,90.76,61.91,Atacado
11839,102,103,2,20240426,45,142.92,92.76,Atacado
11840,143,301,69,20240327,501,12.02,8.04,Atacado
11841,50,434,26,20240411,112,102.07,61.37,Atacado
11842,437,446,18,20240708,134,75.73,48.14,Atacado
11843,198,370,36,20240628,226,10.05,6.78,Varejo
11844,454,490,70,20241231,45,83.53,61.07,Atacado
11845,124,260,2,20240828,307,10.84,6.67,Varejo
11846,235,203,28,20241008,7,71.18,50.21,Exportação
11847,141,228,59,20240711,7,93.54,64.21,Atacado
11848,445,115,12,20240529,45,123.97,99.34,Atacado
11849,440,156,80,20240423,4,109.69,76.24,Varejo
11850,565,409,15,20240422,90,87.78,57.32,Atacado
11851,340,38,5,20241012,90,149.95,103.59,Atacado
11852,426,149,15,20240116,8,76.11,54.47,Atacado
11853,98,322,59,20240829,255,11.12,6.25,Varejo
11854,31,456,34,20240615,101,72.46,46.87,Varejo
11855,320,59,55,20240714,45,123.84,93.41,Atacado
11856,100,102,84,20240112,134,129.15,103.97,Atacado
11857,154,366,96,20240904,251,12.49,8.47,Varejo
11858,129,442,12,20240803,56,74.94,50.39,Atacado
11859,299,411,72,20241220,78,86.33,58.17,Varejo
11860,487,109,20,20241201,90,137.3,90.39,Atacado
11861,125,472,12,20241105,157,89.73,59.35,Varejo
11862,194,272,22,20240206,338,10.34,5.95,Atacado
11863,319,208,87,20240919,3,91.46,60.78,Atacado
11864,550,99,14,20240127,45,127.78,90.71,Varejo
11865,489,109,13,20240911,45,142.09,112.68,Atacado
11866,365,21,62,20241220,90,130.9,88.53,Varejo
11867,581,372,75,20240307,464,10.32,7.08,Exportação
11868,312,334,99,20240611,298,9.72,5.97,Atacado
11869,559,389,19,20241012,146,80.42,50.59,Varejo
11870,268,33,50,20241228,90,117.4,92.07,Atacado
11871,492,237,69,20240114,10,98.47,66.85,Varejo
11872,92,478,59,20241024,157,77.1,47.59,Varejo
11873,308,465,66,20240323,56,79.63,50.18,Atacado
11874,115,14,49,20241230,90,111.86,80.6,Varejo
11875,202,388,60,20240312,78,75.28,45.73,Varejo
11876,245,434,35,20240422,34,97.42,59.94,Atacado
11877,34,58,60,20240507,45,143.73,103.82,Atacado
11878,316,354,7,20240319,241,8.35,6.2,Varejo
11879,341,467,37,20240128,56,80.54,58.4,Exportação
11880,152,390,2,20240619,56,78.17,49.33,Varejo
11881,520,353,73,20241117,151,12.2,7.99,Varejo
11882,316,290,12,20240511,191,12.95,8.26,Varejo
11883,180,361,63,20240404,233,12.56,8.65,Atacado
11884,393,486,65,20240928,134,79.82,58.73,Atacado
11885,202,172,85,20240717,10,101.77,69.87,Varejo
11886,215,322,12,20240626,311,9.21,6.18,Atacado
11887,404,41,56,20241002,45,142.3,106.0,Atacado
11888,445,217,10,20240625,7,83.54,52.13,Atacado
11889,464,58,19,20241124,90,154.33,99.45,Atacado
11890,120,405,29,20241224,78,81.96,60.67,Atacado
11891,519,334,36,20241102,352,8.95,5.67,Atacado
11892,212,348,41,20240129,531,11.68,8.15,Atacado
11893,553,339,44,20241003,321,8.47,6.19,Atacado
11894,422,377,82,20240701,56,67.0,46.5,Atacado
11895,149,404,100,20240607,78,79.15,59.41,Atacado
11896,379,405,16,20241222,22,96.84,52.87,Varejo
11897,473,413,46,20241210,157,82.95,48.34,Atacado
11898,275,171,90,20240304,6,97.51,64.23,Atacado
11899,137,372,61,20240520,239,10.21,6.55,Varejo
11900,141,388,69,20240129,146,64.57,51.56,Atacado
11901,522,63,14,20240826,90,99.05,75.68,Atacado
11902,10,447,54,20240226,22,68.13,50.1,Varejo
11903,53,35,46,20241220,90,106.23,92.1,Atacado
11904,135,374,20,20240621,101,72.7,51.17,Varejo
11905,299,381,46,20240323,45,79.32,51.19,Atacado
11906,151,269,22,20240907,315,8.97,6.13,Varejo
11907,73,62,74,20240731,90,115.65,76.37,Varejo
11908,141,80,75,20241226,45,98.81,81.22,Atacado
11909,428,413,50,20240907,112,76.13,53.96,Atacado
11910,340,407,71,20240815,45,86.35,66.04,Atacado
11911,214,185,91,20240515,7,92.13,59.25,Atacado
11912,149,67,89,20240624,45,105.48,86.21,Atacado
11913,304,319,29,20240217,419,10.01,6.29,Atacado
11914,128,440,6,20240322,34,65.36,49.53,Varejo
11915,55,355,2,20240902,164,10.81,8.49,Atacado
11916,114,458,44,20240309,34,62.54,41.52,Exportação
11917,424,366,26,20241205,414,9.59,6.18,Varejo
11918,255,58,41,20240513,90,138.01,112.13,Atacado
11919,281,352,70,20241220,312,13.44,9.82,Varejo
11920,464,473,44,20240304,101,78.62,53.94,Atacado
11921,544,268,49,20240801,274,10.31,6.91,Atacado
11922,213,21,59,20240318,45,118.34,85.5,Atacado
11923,545,121,13,20240304,134,123.97,97.55,Varejo
11924,541,264,52,20240312,241,10.66,6.2,Atacado
11925,416,33,80,20240429,90,126.83,80.77,Atacado
11926,95,80,60,20241030,90,105.5,73.11,Varejo
11927,445,97,9,20241119,90,157.23,123.92,Atacado
11928,364,29,27,20240427,45,124.4,98.35,Varejo
11929,216,460,46,20240126,123,65.83,42.75,Atacado
11930,500,452,1,20241023,112,67.09,47.97,Atacado
11931,453,102,37,20240814,90,132.99,94.58,Varejo
11932,122,374,49,20240420,101,71.0,54.23,Atacado
11933,402,372,,20240529,169,11.55,6.87,Atacado
11934,294,116,66,20240622,45,134.91,91.58,Varejo
11935,60,338,2,20240822,629,8.15,5.82,Varejo
11936,175,19,47,20240815,45,104.35,87.99,Varejo
11937,563,79,61,20240226,45,103.64,84.91,Atacado
11938,253,425,33,20240715,123,83.46,54.81,Varejo
11939,217,17,11,20241229,45,125.46,87.49,Varejo
11940,236,109,56,20240315,45,139.02,103.85,Varejo
11941,172,331,20,20240717,378,10.06,6.77,Varejo
11942,589,376,24,20240425,67,65.4,42.87,Exportação
11943,462,322,73,20240527,417,10.9,6.42,Atacado
11944,548,52,5,20240817,90,135.49,98.1,Atacado
11945,215,361,89,20241021,503,12.06,8.01,Atacado
11946,129,268,94,20240628,313,10.36,6.37,Varejo
11947,266,38,54,20240522,90,140.5,99.62,Atacado
11948,250,223,92,20241203,9,86.51,67.44,Varejo
11949,221,83,62,20241231,90,120.7,98.25,Atacado
11950,102,359,31,20241021,343,11.47,6.31,Atacado
11951,201,51,32,20240612,45,148.51,115.07,Varejo
11952,37,240,74,20240811,7,93.54,68.83,Varejo
11953,368,155,60,20240708,7,80.39,60.98,Varejo
11954,340,223,78,20241231,7,87.89,64.84,Atacado
11955,529,442,28,20241108,34,74.25,48.72,Atacado
11956,390,409,88,20240908,78,84.68,66.58,Varejo
11957,430,450,37,20241227,45,55.03,41.55,Atacado
